project,merge commit,left commit,right commit,base commit,className,method,local_clone,local_clone_module_analysis,empty_diff_base_left,empty_diff_base_right,empty_diff_base_merge,,
spring-boot,958a0a45f164601d01cb706c19f22ed3e25eff56,33b1f52fa,779537551,13403a0f723fdf0680b1bff2897c4b47df53397d,org.springframework.boot.autoconfigure.mongo.MongoProperties | com.mongodb.MongoClientOptions | com.mongodb.MongoClientOptions$Builder,builder(com.mongodb.MongoClientOptions),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
spring-boot,fdd3f12ee0f92ac18844c08bf71df39feebb6673,734f5c39f,4f988d2ae,2d7c0c2f006244c5196d3ff24cfa11a421bf8b48,org.springframework.boot.autoconfigure.logging.AutoConfigurationReportLoggingInitializer,logAutoConfigurationReport(boolean),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
spring-boot,af20dc6cc45c032573413c401f9f73aa75371744,fc78a8de90,159ef8f189,c808de0021578b4b9ba0881a33c9ed20db2465a5,org.springframework.boot.loader.archive.ExplodedArchiveTests,getUrl(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/spring-boot,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93340,be168f528,0a8afa2e7269ddbec3755b8f10033e93f55149c2,org.elasticsearch.common.settings.IndexScopedSettings,BUILT_IN_INDEX_SETTINGS,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93341,be168f529,0a8afa2e7269ddbec3755b8f10033e93f55149c3,org.elasticsearch.action.index.TransportIndexAction | org.elasticsearch.action.index.IndexRequest | org.elasticsearch.index.shard.IndexShard | org.elasticsearch.cluster.action.index.MappingUpdatedAction | org.elasticsearch.action.admin.indices.flush.TransportShardFlushAction,executeIndexRequestOnPrimary(org.elasticsearch.action.index.IndexRequest| org.elasticsearch.index.shard.IndexShard| org.elasticsearch.cluster.action.index.MappingUpdatedAction),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93342,be168f530,0a8afa2e7269ddbec3755b8f10033e93f55149c4,org.elasticsearch.action.support.replication.ReplicationOperationTests,testReplication(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93343,be168f531,0a8afa2e7269ddbec3755b8f10033e93f55149c5,org.elasticsearch.index.IndexSettings | org.elasticsearch.cluster.metadata.IndexMetaData | org.elasticsearch.common.settings.Settings | org.elasticsearch.common.settings.IndexScopedSettings,IndexSettings(org.elasticsearch.cluster.metadata.IndexMetaData| org.elasticsearch.common.settings.Settings| java.util.function.Predicate<String>| org.elasticsearch.common.settings.IndexScopedSettings),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93344,be168f532,0a8afa2e7269ddbec3755b8f10033e93f55149c6,org.elasticsearch.action.bulk.TransportShardBulkAction | org.elasticsearch.cluster.metadata.IndexMetaData | org.elasticsearch.action.bulk.BulkShardRequest | org.elasticsearch.index.shard.IndexShard | org.elasticsearch.index.VersionType | org.elasticsearch.index.translog.Translog$Location | org.elasticsearch.action.bulk.BulkItemRequest | org.elasticsearch.common.collect.Tuple,update(org.elasticsearch.cluster.metadata.IndexMetaData| org.elasticsearch.action.bulk.BulkShardRequest| org.elasticsearch.index.shard.IndexShard| long[]| org.elasticsearch.index.VersionType[]| org.elasticsearch.index.translog.Translog$Location| int| org.elasticsearch.action.bulk.BulkItemRequest),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93345,be168f533,0a8afa2e7269ddbec3755b8f10033e93f55149c7,org.elasticsearch.action.support.replication.TransportReplicationAction,doRun(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93346,be168f534,0a8afa2e7269ddbec3755b8f10033e93f55149c8,org.elasticsearch.action.support.replication.ReplicationOperation,execute(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93347,be168f535,0a8afa2e7269ddbec3755b8f10033e93f55149c9,org.elasticsearch.index.engine.InternalEngineTests,testRecoverFromForeignTranslog(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93348,be168f536,0a8afa2e7269ddbec3755b8f10033e93f55149c10,org.elasticsearch.index.engine.InternalEngine | org.elasticsearch.index.engine.EngineConfig,InternalEngine(org.elasticsearch.index.engine.EngineConfig),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93349,be168f537,0a8afa2e7269ddbec3755b8f10033e93f55149c11,org.elasticsearch.action.DocWriteResponse | org.elasticsearch.common.io.stream.DataOutputStreamOutput,writeTo(org.elasticsearch.common.io.stream.StreamOutput),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93350,be168f538,0a8afa2e7269ddbec3755b8f10033e93f55149c12,org.elasticsearch.action.DocWriteResponse | org.elasticsearch.common.io.stream.InputStreamStreamInput,readFrom(org.elasticsearch.common.io.stream.StreamInput),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93351,be168f539,0a8afa2e7269ddbec3755b8f10033e93f55149c13,org.elasticsearch.action.DocWriteResponse | org.elasticsearch.common.xcontent.XContentBuilder | org.elasticsearch.common.xcontent.ToXContent$MapParams,toXContent(org.elasticsearch.common.xcontent.XContentBuilder| org.elasticsearch.common.xcontent.ToXContent$Params),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93352,be168f540,0a8afa2e7269ddbec3755b8f10033e93f55149c14,org.elasticsearch.cluster.metadata.MetaDataCreateIndexService | org.elasticsearch.action.admin.indices.create.CreateIndexClusterStateUpdateRequest | org.elasticsearch.action.LatchedActionListener,createIndex(org.elasticsearch.action.admin.indices.create.CreateIndexClusterStateUpdateRequest| org.elasticsearch.action.ActionListener<ClusterStateUpdateResponse>),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93353,be168f541,0a8afa2e7269ddbec3755b8f10033e93f55149c15,org.elasticsearch.action.update.TransportUpdateAction | org.elasticsearch.action.update.UpdateRequest | org.elasticsearch.action.LatchedActionListener,shardOperation(org.elasticsearch.action.update.UpdateRequest| org.elasticsearch.action.ActionListener<UpdateResponse>| int),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch,d896886973660785aac45275ddb110c1a6babc57,90ef93354,be168f542,0a8afa2e7269ddbec3755b8f10033e93f55149c16,org.elasticsearch.action.delete.TransportDeleteAction | org.elasticsearch.action.delete.DeleteRequest | org.elasticsearch.index.shard.IndexShard | org.elasticsearch.action.support.replication.TransportReplicationAction$WriteResult,executeDeleteRequestOnPrimary(org.elasticsearch.action.delete.DeleteRequest| org.elasticsearch.index.shard.IndexShard),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch,false,false,false,,
elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,5d7c50df2,0fb6b4001,9e1c3852df3e69505d5aeb30d3699019de4db104,org.elasticsearch.river.mongodb.MongoDBRiverDefinition | org.elasticsearch.river.RiverSettings | org.elasticsearch.script.ScriptService,parseSettings(String| String| org.elasticsearch.river.RiverSettings| org.elasticsearch.script.ScriptService),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,false,false,false,,
elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,5d7c50df3,0fb6b4002,9e1c3852df3e69505d5aeb30d3699019de4db105,org.elasticsearch.river.mongodb.Indexer | org.elasticsearch.river.mongodb.Timestamp$GTID,applyAdvancedTransformation(org.elasticsearch.river.mongodb.MongoDBRiver$QueueEntry| String),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,false,false,false,,
elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,5d7c50df4,0fb6b4003,9e1c3852df3e69505d5aeb30d3699019de4db106,org.elasticsearch.river.mongodb.Indexer | org.elasticsearch.river.mongodb.Timestamp$GTID,processBlockingQueue(org.elasticsearch.river.mongodb.MongoDBRiver$QueueEntry),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,false,false,false,,
elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,5d7c50df5,0fb6b4004,9e1c3852df3e69505d5aeb30d3699019de4db107,org.elasticsearch.river.mongodb.Slurper,run(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,false,false,false,,
elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,5d7c50df6,0fb6b4005,9e1c3852df3e69505d5aeb30d3699019de4db108,org.elasticsearch.river.mongodb.Slurper | org.elasticsearch.river.mongodb.Timestamp$GTID,addToStream(org.elasticsearch.river.mongodb.Operation| org.elasticsearch.river.mongodb.Timestamp<?>| com.mongodb.DBObject| String),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/elasticsearch-river-mongodb,false,false,false,,
hector,0588608e7a2bdf974c985ff546207104f672bf6c,454646160a073e61cee1d3d0cb6f493b0825c875,beaab18b64cd4d4c05f5cb13b85f5ac47c2d8822,4287af4cbd4922148ecc8262c4cef4b56db9d611,me.prettyprint.cassandra.connection.client.HSaslThriftClient,open(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/hector,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/hector,false,false,false,,
hector,a33a46506656a39d1b0f7780973905665d3b6145,651a11421dbdcb31f758184cd768989ef88da3c1,2bf74f9177c2489e69397695e304dc08430db166,f764d6f3a1aab3245e2d657265c6d319dd036f80,me.prettyprint.cassandra.connection.client.HKerberosThriftClient,open(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/hector,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/hector,false,false,false,,
hector,a33a46506656a39d1b0f7780973905665d3b6145,651a11421dbdcb31f758184cd768989ef88da3c1,2bf74f9177c2489e69397695e304dc08430db166,f764d6f3a1aab3245e2d657265c6d319dd036f80,me.prettyprint.cassandra.connection.client.HThriftClient,open(),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/hector,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/hector,false,false,false,,
hector,213f7887ea70eabdf0705cf8454de29af89e8c38,25c2810ab1f656783fa38a4bef994c7511be8ac8,5cfd9c79bf00de3456479bf9ed5dd1c8436537b9,14319170f6bf183b2533908beb1f1356fe0f26de,me.prettyprint.cassandra.connection.HconnectionManager | me.prettyprint.cassandra.service.VirtualKeyspaceOperation,operateWithFailover(me.prettyprint.cassandra.service.Operation),/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/hector,/home/leusonmario/Documentos/PHD/Research/mining-new-format/miningframework/clonedRepositories/hector,false,false,false,,
